datapack,rc_service,rc_source,rc_from_name,label_disagreement,finished,p90_rank,p90_n_services,p90_rc_in_traces,mean_rank,mean_n_services,mean_rc_in_traces
ts2-ts-basic-service-response-replace-body-4xzdq7,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,23.0,29,True,26.0,29,True
ts5-ts-basic-service-response-replace-code-h6kpzp,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,1.0,30,True,3.0,30,True
ts0-ts-seat-service-request-replace-method-h4rcm9,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,4.0,22,True,1.0,22,True
ts2-ts-ui-dashboard-request-abort-gjtz87,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,8.0,29,True,17.0,29,True
ts5-ts-ui-dashboard-request-abort-kp8d9p,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,26,True,13.0,26,True
ts2-ts-ui-dashboard-response-abort-rcfl6z,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,29,True,3.0,29,True
ts2-ts-order-service-stress-jfmrnw,ts-order-service,ground_truth.service,ts-order-service,False,True,6.0,29,True,10.0,29,True
ts3-ts-route-plan-service-request-abort-k7vb48,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,28.0,28,True,28.0,28,True
ts2-ts-order-service-container-kill-sr295f,ts-order-service,ground_truth.service,ts-order-service-container,True,True,2.0,29,True,1.0,29,True
ts4-ts-route-plan-service-response-replace-code-7d5bnz,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,27.0,29,True,14.0,29,True
ts4-ts-travel-service-request-replace-method-s2wfxf,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,28.0,28,True,24.0,28,True
ts3-ts-ui-dashboard-request-replace-method-hh8qpt,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,4.0,29,True,13.0,29,True
ts3-mysql-bandwidth-v4q5v9,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts5-ts-basic-service-container-kill-hmkst8,ts-basic-service,ground_truth.service,ts-basic-service-container,True,True,9.0,28,True,14.0,28,True
ts5-ts-travel-plan-service-response-delay-7cc7nq,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response,True,True,1.0,29,True,4.0,29,True
ts4-ts-security-service-bandwidth-cs99dm,ts-security-service,ground_truth.service,ts-security-service,False,True,13.0,26,True,24.0,26,True
ts3-ts-travel-plan-service-response-replace-code-6v5sml,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,16.0,29,True,4.0,29,True
ts3-ts-travel-plan-service-response-replace-code-x6bzr8,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,17.0,29,True,11.0,29,True
ts4-ts-train-service-corrupt-vm6cjh,ts-train-service,ground_truth.service,ts-train-service,False,True,22.0,29,True,25.0,29,True
ts7-ts-basic-service-bandwidth-mgb7rl,ts-basic-service,ground_truth.service,ts-basic-service,False,True,15.0,26,True,5.0,26,True
ts5-ts-payment-service-container-kill-npwg9f,ts-payment-service,ground_truth.service,ts-payment-service-container,True,True,1.0,30,True,1.0,30,True
ts2-ts-basic-service-request-replace-method-hjnzfp,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,22.0,29,True,23.0,29,True
ts0-ts-ui-dashboard-response-replace-code-69j7gg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,11.0,29,True,13.0,29,True
ts6-ts-ui-dashboard-response-replace-code-tgfbsg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,17.0,30,True,14.0,30,True
ts1-ts-order-service-delay-mxmrwz,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,29,True,1.0,29,True
ts3-ts-basic-service-response-replace-body-6lk5wq,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,7.0,28,True,8.0,28,True
ts4-ts-consign-service-bandwidth-6rx829,ts-consign-service,ground_truth.service,ts-consign-service,False,True,24.0,28,True,22.0,28,True
ts0-ts-ui-dashboard-response-replace-code-rm7j85,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,1.0,30,True,3.0,30,True
ts5-ts-travel-plan-service-request-replace-method-jgdw7l,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,3.0,30,True,14.0,30,True
ts4-mysql-bandwidth-tjp6gw,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts4-ts-travel-plan-service-pod-kill-44xfx5,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-pod,True,True,21.0,30,True,12.0,30,True
ts3-ts-food-service-response-replace-body-skvngv,ts-food-service,ground_truth.service,ts-food-service-response-replace,True,True,5.0,24,True,7.0,24,True
ts1-ts-basic-service-request-abort-c7t479,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,26.0,26,True,25.0,26,True
ts2-ts-preserve-service-request-replace-method-jh45jk,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,28.0,28,True,27.0,28,True
ts1-ts-route-plan-service-request-replace-method-qtbhzt,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,13.0,28,True,15.0,28,True
ts0-ts-station-service-partition-7z428n,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,26,True,1.0,26,True
ts4-ts-basic-service-latency-nw95cs,ts-basic-service,ground_truth.service,ts-basic-service,False,True,1.0,30,True,1.0,30,True
ts5-ts-user-service-container-kill-plbcjk,ts-user-service,ground_truth.service,ts-user-service-container,True,True,1.0,30,True,2.0,30,True
ts4-mysql-corrupt-kgjmhg,mysql,ground_truth.service,,False,True,,24,False,,24,False
ts1-ts-ui-dashboard-request-abort-cr4wzb,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,14.0,28,True,19.0,28,True
ts0-ts-travel-service-pod-failure-cvrncg,ts-travel-service,ground_truth.service,ts-travel-service-pod,True,True,20.0,24,True,20.0,24,True
ts0-ts-travel-plan-service-response-replace-code-7ps8tm,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,13.0,30,True,3.0,30,True
ts0-mysql-partition-5pf26g,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts1-ts-basic-service-request-replace-path-z65h6q,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,26.0,26,True,25.0,26,True
ts6-ts-basic-service-request-delay-7fk4m2,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,30,True,1.0,30,True
ts3-ts-order-service-pod-failure-7xsmwd,ts-order-service,ground_truth.service,ts-order-service-pod,True,True,7.0,22,True,11.0,22,True
ts4-ts-travel-service-partition-w7gd8j,ts-travel-service,ground_truth.service,ts-travel-service,False,True,8.0,29,True,15.0,29,True
ts6-ts-travel-service-request-replace-path-6brwd9,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,24.0,26,True,20.0,26,True
ts3-ts-travel-service-response-replace-code-w9jwhx,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,27.0,28,True,21.0,28,True
ts1-ts-inside-payment-service-stress-n6mttx,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,1.0,30,True,29.0,30,True
ts0-ts-security-service-request-replace-method-j6gpxx,ts-security-service,ground_truth.service,ts-security-service-request-replace,True,True,7.0,27,True,6.0,27,True
ts7-ts-travel-plan-service-request-abort-5zpcff,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,4.0,28,True,7.0,28,True
ts5-ts-price-service-container-kill-ncqc2p,ts-price-service,ground_truth.service,ts-price-service-container,True,True,1.0,30,True,1.0,30,True
ts5-ts-inside-payment-service-stress-tbb7h6,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,1.0,29,True,2.0,29,True
ts3-ts-user-service-stress-7btwsk,ts-user-service,ground_truth.service,ts-user-service,False,True,2.0,30,True,1.0,30,True
ts0-mysql-partition-jh4jkt,mysql,ground_truth.service,,False,True,,19,False,,19,False
ts4-ts-route-plan-service-response-delay-vhfs2f,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,30,True,1.0,30,True
ts3-mysql-delay-lqx2zv,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts5-ts-basic-service-request-replace-method-j4nzcx,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,1.0,29,True,1.0,29,True
ts2-ts-order-service-stress-967z6d,ts-order-service,ground_truth.service,ts-order-service,False,True,8.0,27,True,3.0,27,True
ts1-ts-route-plan-service-response-abort-5l599d,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,27.0,29,True,26.0,29,True
ts4-ts-ui-dashboard-request-replace-method-g6h9gg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,2.0,26,True,10.0,26,True
ts6-ts-consign-service-stress-nzkgvb,ts-consign-service,ground_truth.service,ts-consign-service,False,True,29.0,30,True,2.0,30,True
ts8-ts-basic-service-response-replace-code-vpbr92,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,3.0,30,True,6.0,30,True
ts5-ts-consign-price-service-container-kill-sdv6xj,ts-consign-price-service,ground_truth.service,ts-consign-price-service-container,True,True,1.0,30,True,1.0,30,True
ts2-ts-verification-code-service-container-kill-2lmcml,ts-verification-code-service,ground_truth.service,ts-verification-code-service-container,True,True,1.0,30,True,1.0,30,True
ts3-ts-preserve-service-request-replace-path-9f8dtp,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,27.0,27,True,27.0,27,True
ts8-ts-travel-service-stress-8gz5k6,ts-travel-service,ground_truth.service,ts-travel-service,False,True,15.0,29,True,7.0,29,True
ts1-ts-food-service-request-replace-method-rq29d8,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,23.0,25,True,21.0,25,True
ts1-ts-travel-plan-service-request-replace-path-zdh4tb,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,14.0,28,True,13.0,28,True
ts3-ts-basic-service-response-replace-code-bvqv9z,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,25.0,26,True
ts4-ts-contacts-service-stress-j9zdlt,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,1.0,30,True,1.0,30,True
ts5-ts-travel-plan-service-response-replace-code-7626tx,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,7.0,30,True,6.0,30,True
ts4-ts-preserve-service-partition-rqx87c,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,1.0,26,True,1.0,26,True
ts9-ts-ui-dashboard-loss-tzrlzc,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,5.0,30,True,3.0,30,True
ts3-ts-consign-service-bandwidth-pmdbk7,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,29,True,1.0,29,True
ts4-ts-security-service-stress-2q5qsb,ts-security-service,ground_truth.service,ts-security-service,False,True,1.0,29,True,1.0,29,True
ts3-ts-basic-service-response-replace-body-s6k7rh,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,25.0,27,True,20.0,27,True
ts2-ts-ui-dashboard-response-replace-code-475jm4,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,3.0,29,True,11.0,29,True
ts3-ts-train-service-partition-r58pxm,ts-train-service,ground_truth.service,ts-train-service,False,True,1.0,23,True,1.0,23,True
ts5-ts-ui-dashboard-partition-czfh8c,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,11.0,24,True,2.0,24,True
ts3-ts-preserve-service-response-replace-body-rzbjc4,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,28.0,28,True,14.0,28,True
ts8-ts-train-food-service-partition-z5pw4n,ts-train-food-service,ground_truth.service,ts-train-food-service,False,True,24.0,24,True,23.0,24,True
ts5-ts-security-service-bandwidth-tmtfcl,ts-security-service,ground_truth.service,ts-security-service,False,True,1.0,26,True,1.0,26,True
ts1-ts-travel-plan-service-response-replace-code-6mlrxc,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,8.0,29,True,7.0,29,True
ts6-ts-route-plan-service-pod-failure-n576ft,ts-route-plan-service,ground_truth.service,ts-route-plan-service-pod,True,True,,28,False,,28,False
ts7-ts-travel-service-response-abort-tx5942,ts-travel-service,ground_truth.service,ts-travel-service-response,True,True,21.0,28,True,12.0,28,True
ts2-ts-station-service-dns-nn49s2,ts-station-service,ground_truth.service,ts-station-service,False,True,20.0,30,True,18.0,30,True
ts0-ts-basic-service-response-replace-body-pwrcvx,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,13.0,28,True,11.0,28,True
ts2-ts-consign-price-service-container-kill-rjd5d5,ts-consign-price-service,ground_truth.service,ts-consign-price-service-container,True,True,2.0,30,True,2.0,30,True
ts5-ts-travel-plan-service-delay-v5ptlf,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,29,True,1.0,29,True
ts3-ts-travel-service-response-replace-code-l22vcj,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,22.0,25,True,7.0,25,True
ts7-ts-ui-dashboard-request-abort-mwkzh7,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,20,True,12.0,20,True
ts1-ts-user-service-container-kill-vnjsgg,ts-user-service,ground_truth.service,ts-user-service-container,True,True,1.0,29,True,2.0,29,True
ts8-ts-route-plan-service-response-delay-64cl6j,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,29,True,1.0,29,True
ts9-ts-order-service-partition-msxm42,ts-order-service,ground_truth.service,ts-order-service,False,True,10.0,22,True,10.0,22,True
ts2-ts-travel2-service-response-replace-code-dh8ncq,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,22.0,29,True,20.0,29,True
ts2-ts-route-plan-service-request-abort-l264j8,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,29.0,29,True,28.0,29,True
ts5-ts-travel-service-bandwidth-z684lr,ts-travel-service,ground_truth.service,ts-travel-service,False,True,2.0,26,True,1.0,26,True
ts7-ts-ui-dashboard-loss-sz9kk8,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,16.0,29,True,1.0,29,True
ts0-mysql-partition-fl747g,mysql,ground_truth.service,,False,True,,22,False,,22,False
ts7-ts-preserve-service-request-replace-method-lbd5gq,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,17.0,26,True,22.0,26,True
ts4-ts-consign-service-stress-d5wvrw,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,30,True,1.0,30,True
ts7-ts-basic-service-request-delay-pgvrbg,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts4-ts-assurance-service-pod-kill-98r2br,ts-assurance-service,ground_truth.service,ts-assurance-service-pod,True,True,14.0,29,True,1.0,29,True
ts2-ts-ui-dashboard-request-abort-djrhxq,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,4.0,4,True,4.0,4,True
ts5-ts-preserve-service-response-abort-6r45cg,ts-preserve-service,ground_truth.service,ts-preserve-service-response,True,True,22.0,27,True,4.0,27,True
ts6-ts-auth-service-partition-pk27vh,ts-auth-service,ground_truth.service,ts-auth-service,False,True,1.0,4,True,1.0,4,True
ts4-ts-verification-code-service-corrupt-pl6qvv,ts-verification-code-service,ground_truth.service,ts-verification-code-service,False,True,4.0,26,True,5.0,26,True
ts5-ts-route-service-partition-rn9lhb,ts-route-service,ground_truth.service,ts-route-service,False,True,15.0,28,True,3.0,28,True
ts3-ts-travel-plan-service-request-replace-path-w4lrgc,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,27.0,28,True,27.0,28,True
ts5-ts-preserve-service-request-replace-method-xpchtp,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,29.0,30,True,20.0,30,True
ts5-ts-ui-dashboard-response-replace-code-wwj8jb,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,3.0,30,True,15.0,30,True
ts1-ts-config-service-latency-5kkcrc,ts-config-service,ground_truth.service,ts-config-service,False,True,25.0,30,True,25.0,30,True
ts8-ts-travel-service-corrupt-fsmp6c,ts-travel-service,ground_truth.service,ts-travel-service,False,True,22.0,24,True,1.0,24,True
ts3-ts-route-plan-service-request-replace-path-m56fgf,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,26.0,29,True,8.0,29,True
ts1-ts-travel2-service-request-replace-method-qrl8t2,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,26.0,26,True,25.0,26,True
ts8-ts-ui-dashboard-request-abort-frjtpp,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,4.0,30,True,13.0,30,True
ts8-ts-route-plan-service-request-delay-5dmjfm,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,28,True,1.0,28,True
ts1-ts-station-food-service-container-kill-kcwmxd,ts-station-food-service,ground_truth.service,ts-station-food-service-container,True,True,1.0,30,True,1.0,30,True
ts5-ts-basic-service-request-replace-method-xpvjqz,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,1.0,30,True,1.0,30,True
ts1-ts-route-plan-service-request-replace-method-hv2klv,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,29.0,30,True,29.0,30,True
ts4-ts-seat-service-response-delay-wsrr75,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,28,True,1.0,28,True
ts4-ts-consign-service-bandwidth-shcm2h,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,30,True,1.0,30,True
ts0-ts-station-service-bandwidth-bp5k94,ts-station-service,ground_truth.service,ts-station-service,False,True,21.0,30,True,13.0,30,True
ts2-ts-route-plan-service-response-replace-body-t6687x,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,29.0,29,True,29.0,29,True
ts3-mysql-partition-xgmtkl,mysql,ground_truth.service,,False,True,,17,False,,17,False
ts5-ts-basic-service-response-replace-code-s6wgdk,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,3.0,30,True,6.0,30,True
ts6-ts-basic-service-response-replace-code-s7bcv7,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,6.0,29,True,15.0,29,True
ts0-ts-order-service-delay-jwmltg,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,26,True,1.0,26,True
ts4-mysql-partition-2757fv,mysql,ground_truth.service,,False,True,,22,False,,22,False
ts2-ts-food-service-response-abort-5k6q44,ts-food-service,ground_truth.service,ts-food-service-response,True,True,29.0,29,True,8.0,29,True
ts4-ts-route-plan-service-response-replace-body-bfsdhx,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,2.0,29,True,9.0,29,True
ts4-ts-travel2-service-request-delay-8n766p,ts-travel2-service,ground_truth.service,ts-travel2-service-request,True,True,1.0,30,True,1.0,30,True
ts0-ts-consign-price-service-stress-nwzn4t,ts-consign-price-service,ground_truth.service,ts-consign-price-service,False,True,9.0,28,True,2.0,28,True
ts2-ts-preserve-service-response-replace-body-t7d296,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,25.0,25,True,25.0,25,True
ts4-ts-route-plan-service-stress-ljlr4m,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,27.0,29,True,18.0,29,True
ts8-ts-assurance-service-stress-pknkfc,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,2.0,29,True,2.0,29,True
ts7-ts-basic-service-request-replace-method-6c2n7x,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,7.0,28,True,10.0,28,True
ts1-mysql-bandwidth-th7bbx,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts2-ts-security-service-request-abort-55q6h2,ts-security-service,ground_truth.service,ts-security-service-request,True,True,24.0,26,True,25.0,26,True
ts3-ts-basic-service-request-replace-method-f9xgb5,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,23.0,29,True,22.0,29,True
ts0-ts-order-other-service-corrupt-wkdp68,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,29,True,1.0,29,True
ts5-mysql-bandwidth-2pxq5n,mysql,ground_truth.service,,False,True,,22,False,,22,False
ts4-ts-config-service-loss-nxs997,ts-config-service,ground_truth.service,ts-config-service,False,True,23.0,26,True,23.0,26,True
ts1-ts-seat-service-response-replace-code-twx8qg,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,15.0,25,True,13.0,25,True
ts5-ts-order-other-service-container-kill-p8t6kq,ts-order-other-service,ground_truth.service,ts-order-other-service-container,True,True,1.0,29,True,3.0,29,True
ts3-ts-travel-service-request-replace-path-vktk7x,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,22.0,22,True,22.0,22,True
ts8-ts-basic-service-response-replace-code-w8c2xr,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,2.0,27,True,10.0,27,True
ts4-ts-order-service-stress-m2b2wf,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,30,True,1.0,30,True
ts2-ts-route-plan-service-return-xw84fv,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,3.0,30,True,7.0,30,True
ts1-ts-travel-service-response-replace-body-vzcxrp,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,5.0,28,True,8.0,28,True
ts2-ts-ui-dashboard-request-replace-method-g7zr28,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,19.0,29,True,15.0,29,True
ts6-ts-price-service-partition-87jdxn,ts-price-service,ground_truth.service,ts-price-service,False,True,1.0,17,True,1.0,17,True
ts2-ts-inside-payment-service-stress-2m56tw,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,3.0,30,True,1.0,30,True
ts0-ts-travel-plan-service-time-rjdx4x,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,29,True,1.0,29,True
ts3-ts-auth-service-request-replace-path-zrc7rt,ts-auth-service,ground_truth.service,ts-auth-service-request-replace,True,True,22.0,22,True,22.0,22,True
ts5-ts-ui-dashboard-response-replace-code-fsnppw,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,13.0,30,True,16.0,30,True
ts4-ts-route-plan-service-response-delay-52t296,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,2.0,29,True,1.0,29,True
ts3-ts-travel2-service-response-replace-code-sh5vg2,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,25.0,29,True,5.0,29,True
ts2-ts-security-service-response-replace-code-zvh8k2,ts-security-service,ground_truth.service,ts-security-service-response-replace,True,True,27.0,28,True,4.0,28,True
ts5-ts-route-plan-service-request-delay-wbrskp,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts2-ts-auth-service-loss-5k6gqr,ts-auth-service,ground_truth.service,ts-auth-service,False,True,1.0,14,True,1.0,14,True
ts3-ts-inside-payment-service-container-kill-mg6mcf,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service-container,True,True,4.0,30,True,21.0,30,True
ts5-mysql-bandwidth-2ctlcv,mysql,ground_truth.service,,False,True,,21,False,,21,False
ts6-ts-preserve-service-partition-jvzrwx,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,,27,False,,27,False
ts4-ts-user-service-bandwidth-gvv8b5,ts-user-service,ground_truth.service,ts-user-service,False,True,1.0,25,True,1.0,25,True
ts8-ts-travel-service-request-replace-method-f6gclk,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,10.0,26,True,2.0,26,True
ts5-ts-seat-service-response-delay-l2kbb2,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,28,True,1.0,28,True
ts4-ts-ui-dashboard-response-replace-code-5s6j28,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,28,True,11.0,28,True
ts3-ts-route-service-latency-rr2vcr,ts-route-service,ground_truth.service,ts-route-service,False,True,14.0,29,True,1.0,29,True
ts2-ts-seat-service-container-kill-pt6tdw,ts-seat-service,ground_truth.service,ts-seat-service-container,True,True,6.0,29,True,10.0,29,True
ts6-ts-preserve-service-request-replace-method-xjsslv,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,25.0,29,True,9.0,29,True
ts3-ts-food-service-response-replace-body-mn5pkz,ts-food-service,ground_truth.service,ts-food-service-response-replace,True,True,3.0,22,True,4.0,22,True
ts1-ts-basic-service-response-replace-code-lfsjf6,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,20.0,26,True,15.0,26,True
ts4-ts-consign-service-container-kill-9htptp,ts-consign-service,ground_truth.service,ts-consign-service-container,True,True,1.0,29,True,1.0,29,True
ts1-ts-preserve-service-response-replace-code-b7m2g5,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,22.0,26,True,22.0,26,True
ts7-ts-route-plan-service-response-delay-t55rlr,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,17.0,30,True,4.0,30,True
ts9-ts-train-service-container-kill-w66sc9,ts-train-service,ground_truth.service,ts-train-service-container,True,True,3.0,29,True,3.0,29,True
ts7-mysql-partition-wk622l,mysql,ground_truth.service,,False,True,,23,False,,23,False
ts7-ts-assurance-service-container-kill-dt4xqm,ts-assurance-service,ground_truth.service,ts-assurance-service-container,True,True,4.0,27,True,3.0,27,True
ts0-mysql-loss-67k278,mysql,ground_truth.service,,False,True,,30,False,,30,False
ts3-ts-travel2-service-response-replace-code-4jcstt,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,29.0,30,True,12.0,30,True
ts3-ts-basic-service-request-replace-path-rfxdxd,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,26.0,30,True,27.0,30,True
ts4-ts-preserve-service-response-replace-code-nhr4mt,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,25.0,26,True
ts0-ts-auth-service-stress-nlpsfx,ts-auth-service,ground_truth.service,ts-auth-service,False,True,2.0,30,True,4.0,30,True
ts0-ts-order-service-stress-rb76lq,ts-order-service,ground_truth.service,ts-order-service,False,True,2.0,29,True,2.0,29,True
ts3-ts-preserve-service-response-replace-code-pht4kw,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,16.0,26,True,17.0,26,True
ts0-ts-ui-dashboard-response-delay-zd6lz6,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,27,True,3.0,27,True
ts2-ts-ui-dashboard-response-replace-code-8dd2r8,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,12.0,30,True,20.0,30,True
ts3-ts-ui-dashboard-response-replace-code-p9767j,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,29,True,4.0,29,True
ts9-ts-ui-dashboard-response-replace-code-92vp2k,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,12.0,29,True,14.0,29,True
ts5-ts-basic-service-stress-tcsg6j,ts-basic-service,ground_truth.service,ts-basic-service,False,True,17.0,30,True,13.0,30,True
ts0-ts-route-plan-service-response-replace-body-xqldsl,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,11.0,28,True,16.0,28,True
ts1-ts-seat-service-response-replace-body-hvd8x2,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,23.0,26,True,18.0,26,True
